Algoritmo,Cenario,TempoExecucao
Quick Sort,Cenário 4 - Vetor de strings aleatórias,1720
Shell Sort,Cenário 4 - Vetor de strings aleatórias,3503
Bubble Sort,Cenário 4 - Vetor de strings aleatórias,555390
Merge Sort,Cenário 4 - Vetor de strings aleatórias,2459
Quick Sort,Cenário 4 - Vetor de strings aleatórias,1769
Shell Sort,Cenário 4 - Vetor de strings aleatórias,3571
Bubble Sort,Cenário 4 - Vetor de strings aleatórias,559187
Merge Sort,Cenário 4 - Vetor de strings aleatórias,2545
Quick Sort,Cenário 4 - Vetor de strings aleatórias,1852
Shell Sort,Cenário 4 - Vetor de strings aleatórias,3657
Bubble Sort,Cenário 4 - Vetor de strings aleatórias,551037
Merge Sort,Cenário 4 - Vetor de strings aleatórias,2463
Quick Sort,Cenário 4 - Vetor de strings aleatórias,1731
Shell Sort,Cenário 4 - Vetor de strings aleatórias,3485
Bubble Sort,Cenário 1 - Vetor ordenado crescente,70070810
Merge Sort,Cenário 1 - Vetor ordenado crescente,46168
Quick Sort,Cenário 1 - Vetor ordenado crescente,53775
Shell Sort,Cenário 1 - Vetor ordenado crescente,69370
Bubble Sort,Cenário 1 - Vetor ordenado crescente,68660286
Merge Sort,Cenário 1 - Vetor ordenado crescente,36104
Quick Sort,Cenário 1 - Vetor ordenado crescente,25746
Shell Sort,Cenário 1 - Vetor ordenado crescente,64478
Bubble Sort,Cenário 1 - Vetor ordenado crescente,64162302
Merge Sort,Cenário 1 - Vetor ordenado crescente,32065
Quick Sort,Cenário 1 - Vetor ordenado crescente,25162
Shell Sort,Cenário 1 - Vetor ordenado crescente,65496
Bubble Sort,Cenário 1 - Vetor ordenado crescente,63761235
Merge Sort,Cenário 1 - Vetor ordenado crescente,31939
Quick Sort,Cenário 1 - Vetor ordenado crescente,24258
Shell Sort,Cenário 1 - Vetor ordenado crescente,60943
